IssueKey,UpdatedOn,HoursSinceLastUpdate
OP-8915,2021-12-31T13:11:09.695+0530,476
OP-8914,2021-12-22T11:54:03.337+0530,693
OP-8913,2021-12-08T16:56:08.379+0530,1024
OP-8912,2021-12-06T17:36:51.872+0530,1071
OP-8911,2021-12-20T18:17:20.671+0530,734
OP-8910,2021-12-31T13:50:26.339+0530,475
OP-8909,2021-12-17T09:35:18.477+0530,815
OP-8908,2021-12-17T09:35:15.312+0530,815
OP-8906,2021-12-31T11:39:36.642+0530,477
OP-8905,2021-12-08T09:12:32.878+0530,1032
OP-8904,2021-12-20T18:03:12.420+0530,735
OP-8903,2021-12-31T11:40:38.047+0530,477
OP-8902,2021-12-31T12:03:20.751+0530,477
OP-8901,2021-12-31T11:40:06.942+0530,477
OP-8900,2021-12-14T11:21:34.369+0530,885
OP-8899,2021-12-07T14:54:48.727+0530,1050
OP-8898,2021-12-31T11:41:02.274+0530,477
OP-8897,2022-01-19T17:40:44.234+0530,15
OP-8895,2021-12-27T09:43:13.151+0530,575
OP-8894,2021-12-27T09:41:12.456+0530,575
OP-8893,2021-12-22T18:16:57.736+0530,686
OP-8892,2021-12-09T16:29:18.052+0530,1000
OP-8891,2021-12-16T14:53:19.021+0530,834
OP-8890,2021-12-17T09:48:56.115+0530,815
OP-8889,2022-01-18T18:14:44.492+0530,38
OP-8814,2021-12-28T08:58:54.612+0530,552
OP-8813,2022-01-19T20:44:28.869+0530,12
OP-8812,2021-12-24T23:44:59.273+0530,633
OP-8811,2021-12-10T12:53:04.620+0530,980
OP-8810,2021-12-10T16:57:33.075+0530,976
OP-8809,2021-12-17T11:55:35.671+0530,813
OP-8808,2022-01-19T20:45:19.214+0530,12
OP-8794,2021-12-27T09:57:17.860+0530,575
OP-8793,2021-12-06T16:14:00.290+0530,1073
OP-8792,2022-01-11T15:33:55.446+0530,209
OP-8791,2021-12-14T12:39:41.131+0530,884
OP-8790,2021-12-07T11:43:54.807+0530,1053
OP-8789,2021-12-06T17:02:18.446+0530,1072
OP-8788,2022-01-18T18:14:44.406+0530,38
OP-8787,2022-01-04T14:22:08.425+0530,378
OP-8786,2022-01-04T14:21:29.216+0530,378
OP-8785,2021-12-21T15:21:28.715+0530,713
OP-8784,2021-12-24T23:44:04.008+0530,633
OP-8783,2021-12-10T18:46:34.315+0530,974
OP-8782,2022-01-04T14:41:56.482+0530,378
OP-8781,2022-01-19T16:52:12.257+0530,16
OP-8756,2022-01-11T18:52:31.392+0530,206
OP-8755,2022-01-11T18:52:36.498+0530,206
OP-8754,2021-12-24T23:38:51.043+0530,633
OP-8753,2021-12-08T17:13:27.409+0530,1024
OP-8752,2021-12-03T17:42:28.919+0530,1143
OP-8751,2021-12-03T18:12:03.696+0530,1143
OP-8750,2022-01-18T17:50:56.991+0530,39
OP-8744,2021-12-08T17:08:14.355+0530,1024
OP-8743,2022-01-11T18:52:07.110+0530,206
OP-8742,2021-12-22T14:09:24.854+0530,691
OP-8741,2021-12-09T18:25:31.951+0530,998
OP-8740,2021-12-08T17:06:09.938+0530,1024
OP-8739,2021-12-01T17:37:01.826+0530,1191
OP-8738,2022-01-18T17:46:45.270+0530,39
OP-8733,2021-12-27T09:40:26.035+0530,575
OP-8732,2021-12-27T09:40:35.629+0530,575
OP-8731,2022-01-11T15:33:23.507+0530,209
OP-8730,2021-12-24T16:29:51.395+0530,640
OP-8729,2021-12-13T12:55:48.216+0530,908
OP-8728,2021-12-17T09:48:04.568+0530,815
OP-8727,2022-01-19T21:28:47.659+0530,11
OP-8718,2021-12-08T17:16:20.406+0530,1023
OP-8717,2021-12-08T17:16:29.007+0530,1023
OP-8716,2021-12-23T15:56:17.345+0530,665
OP-8715,2021-12-24T23:49:40.079+0530,633
OP-8714,2021-12-14T11:50:39.822+0530,885
OP-8713,2021-12-17T09:46:43.096+0530,815
OP-8712,2022-01-19T17:49:26.027+0530,15
OP-8710,2022-01-11T18:53:50.544+0530,206
OP-8709,2022-01-11T18:53:44.195+0530,206
OP-8708,2022-01-11T15:31:34.314+0530,209
OP-8707,2021-12-24T16:19:36.659+0530,640
OP-8706,2021-12-02T16:49:36.052+0530,1168
OP-8705,2021-12-17T09:32:37.776+0530,815
OP-8704,2022-01-19T12:24:45.314+0530,20
OP-8703,2022-01-11T18:53:27.308+0530,206
OP-8702,2022-01-11T18:53:22.930+0530,206
OP-8701,2021-12-21T12:54:49.475+0530,716
OP-8699,2021-12-08T17:17:30.885+0530,1023
OP-8698,2021-12-07T13:02:50.085+0530,1052
OP-8696,2021-12-17T09:34:46.003+0530,815
OP-8692,2022-01-18T17:51:43.393+0530,39
OP-11175,2021-12-24T17:07:30.201+0530,640
OP-11130,2021-12-23T18:13:32.120+0530,663
OP-11129,2021-12-23T19:58:31.280+0530,661
OP-11128,2021-12-23T18:13:25.175+0530,663
OP-11089,2021-12-23T12:48:06.998+0530,668
OP-11088,2021-12-23T12:47:54.775+0530,668
OP-11086,2021-12-23T12:47:41.501+0530,668
OP-11076,2021-12-22T17:34:24.204+0530,687
OP-11013,2021-12-22T15:31:06.225+0530,689
OP-11012,2021-12-22T13:42:36.519+0530,691
OP-11011,2021-12-22T15:30:51.967+0530,689
OP-10862,2021-12-23T12:48:20.003+0530,668
OP-10861,2021-12-23T19:58:42.291+0530,661
OP-10860,2021-12-22T15:31:24.877+0530,689
OP-10859,2021-12-21T16:14:51.861+0530,712
OP-10779,2021-12-21T16:14:33.959+0530,712
OP-10727,2021-12-17T19:59:01.735+0530,805
OP-10720,2021-12-29T09:17:05.719+0530,527
OP-10719,2021-12-29T09:16:59.700+0530,527
OP-10718,2021-12-29T09:16:57.567+0530,527
OP-10717,2021-12-29T09:16:55.369+0530,527
OP-10716,2021-12-29T09:16:52.801+0530,527
OP-10715,2021-12-29T09:16:50.451+0530,527
OP-10714,2021-12-29T09:16:47.747+0530,527
OP-10713,2021-12-29T09:16:45.138+0530,527
OP-10711,2021-12-29T09:16:42.821+0530,527
OP-10710,2021-12-29T09:16:40.471+0530,527
OP-10579,2021-12-21T16:14:19.772+0530,713
OP-10304,2021-12-20T19:03:13.961+0530,734
OP-10303,2021-12-20T19:03:11.562+0530,734
OP-10076,2021-12-09T17:17:57.333+0530,999
OP-9880,2021-12-09T17:17:36.172+0530,999
OP-9871,2021-12-09T17:17:18.187+0530,999
OP-9870,2021-12-29T09:58:13.691+0530,527
OP-9843,2021-12-15T12:26:47.875+0530,860
OP-9842,2021-12-15T12:26:20.028+0530,860
OP-9776,2021-12-16T20:00:00.616+0530,829
OP-9775,2021-12-15T19:28:33.317+0530,853
OP-9774,2021-12-17T19:56:53.507+0530,805
OP-9769,2021-12-16T16:17:14.027+0530,832
OP-9768,2021-12-17T19:59:15.228+0530,805
OP-9767,2021-12-21T19:01:31.869+0530,710
OP-9765,2021-12-15T12:26:04.093+0530,860
OP-9762,2021-12-09T17:16:56.437+0530,999
OP-9761,2021-12-09T17:16:33.255+0530,999
OP-9634,2021-12-21T19:01:08.027+0530,710
OP-9411,2021-12-15T12:25:27.290+0530,860
OP-9401,2021-12-09T17:16:13.181+0530,999
OP-9354,2021-12-17T19:56:27.141+0530,805
OP-9352,2021-12-17T19:56:07.927+0530,805
OP-9907,2021-12-07T16:06:05.205+0530,1049
OP-9777,2021-12-17T09:27:00.750+0530,815
OP-9163,2021-12-07T22:00:22.285+0530,1043
OP-9161,2021-12-07T22:00:17.026+0530,1043
OP-9154,2021-12-01T16:27:40.670+0530,1192
OP-9082,2021-12-07T21:59:43.242+0530,1043
OP-9081,2021-12-17T09:27:28.511+0530,815
OP-9080,2021-12-02T22:07:51.300+0530,1163
OP-9079,2021-12-02T22:08:28.398+0530,1163
OP-9078,2021-12-07T22:04:26.209+0530,1043
OP-11637,2022-01-12T17:34:14.530+0530,183
OP-11636,2022-01-13T08:29:13.957+0530,168
OP-11635,2022-01-19T09:48:13.569+0530,23
OP-11575,2022-01-06T22:06:13.796+0530,323
OP-11574,2022-01-05T21:31:13.876+0530,347
OP-11567,2022-01-05T17:00:54.186+0530,352
OP-11545,2022-01-07T14:40:17.697+0530,306
OP-11539,2022-01-13T10:29:51.010+0530,166
OP-11538,2022-01-10T18:37:02.888+0530,230
OP-11535,2022-01-10T18:40:15.846+0530,230
OP-11447,2021-12-30T16:31:51.034+0530,496
OP-11337,2022-01-06T19:52:45.368+0530,325
OP-11336,2021-12-30T22:13:46.867+0530,491
OP-11335,2021-12-30T22:13:19.398+0530,491
OP-11334,2021-12-30T21:05:08.529+0530,492
OP-11333,2022-01-07T12:37:51.635+0530,308
OP-11332,2022-01-04T18:06:29.484+0530,375
OP-11331,2022-01-04T17:49:00.522+0530,375
OP-11330,2022-01-04T16:53:17.500+0530,376
OP-11329,2022-01-04T17:49:15.880+0530,375
OP-11327,2021-12-28T20:01:54.631+0530,541
OP-11326,2021-12-28T19:57:07.660+0530,541
OP-11325,2022-01-10T18:33:07.969+0530,230
OP-11324,2022-01-10T18:28:24.020+0530,230
OP-11323,2022-01-10T18:28:03.670+0530,230
OP-11322,2022-01-10T18:27:42.550+0530,230
OP-11321,2022-01-10T18:27:16.473+0530,230
OP-11320,2022-01-10T18:26:20.436+0530,230
OP-11286,2021-12-28T16:07:51.646+0530,545
OP-11266,2021-12-29T12:08:43.713+0530,525
OP-11236,2021-12-29T16:35:15.182+0530,520
OP-11181,2021-12-27T12:10:43.634+0530,573
OP-10960,2021-12-28T11:37:23.175+0530,549
OP-10918,2021-12-28T21:49:34.970+0530,539
OP-10914,2022-01-03T10:06:12.314+0530,407
OP-10913,2021-12-28T20:47:58.274+0530,540
OP-10912,2021-12-27T09:11:07.981+0530,576
OP-10911,2022-01-03T10:09:10.324+0530,407
OP-10905,2021-12-21T10:28:49.842+0530,718
OP-10904,2021-12-21T10:29:13.612+0530,718
OP-10903,2021-12-21T10:29:37.680+0530,718
OP-10901,2021-12-29T15:13:26.815+0530,522
OP-10891,2021-12-21T15:34:53.435+0530,713
OP-10890,2021-12-21T15:35:12.243+0530,713
OP-10889,2021-12-20T12:33:25.285+0530,740
OP-10754,2021-12-16T16:44:50.364+0530,832
OP-10728,2022-01-10T18:25:30.094+0530,230
OP-10703,2021-12-17T12:51:01.753+0530,812
OP-10651,2021-12-16T16:44:47.705+0530,832
OP-10650,2021-12-16T16:56:08.657+0530,832
OP-10647,2021-12-28T18:01:48.003+0530,543
OP-10646,2022-01-11T22:02:08.946+0530,203
OP-10645,2022-01-12T09:08:04.399+0530,192
OP-10644,2021-12-28T18:02:54.532+0530,543
OP-10643,2022-01-07T14:03:28.372+0530,307
OP-10627,2021-12-15T17:07:05.901+0530,856
OP-10593,2022-01-10T18:45:42.538+0530,230
OP-10457,2022-01-18T18:14:48.316+0530,38
OP-10262,2021-12-28T19:25:37.862+0530,541
OP-10163,2021-12-15T21:23:52.104+0530,851
OP-10162,2021-12-24T10:46:49.379+0530,646
OP-10157,2022-01-07T13:21:10.090+0530,307
OP-10143,2021-12-15T20:33:45.607+0530,852
OP-10142,2021-12-15T20:33:34.718+0530,852
OP-10141,2021-12-15T20:33:31.395+0530,852
OP-10140,2021-12-15T20:33:28.761+0530,852
OP-10139,2021-12-15T20:33:25.475+0530,852
OP-10137,2022-01-04T17:46:53.533+0530,375
OP-10081,2021-12-15T21:23:48.964+0530,851
OP-10080,2021-12-15T21:23:45.090+0530,851
OP-10079,2021-12-15T21:23:41.787+0530,851
OP-10078,2021-12-15T21:23:39.314+0530,851
OP-9902,2021-12-30T15:51:43.070+0530,497
OP-9897,2021-12-15T21:23:36.819+0530,851
OP-9896,2021-12-15T21:23:33.471+0530,851
OP-9895,2021-12-15T21:23:31.013+0530,851
OP-9894,2021-12-13T11:00:57.427+0530,910
OP-9893,2021-12-15T21:23:27.039+0530,851
OP-9892,2021-12-16T16:45:37.693+0530,832
OP-9891,2021-12-15T21:23:13.792+0530,851
OP-9890,2021-12-16T16:45:29.254+0530,832
OP-9889,2021-12-15T21:23:10.927+0530,851
OP-9887,2021-12-16T16:45:20.029+0530,832
OP-9886,2021-12-16T16:45:17.554+0530,832
OP-9885,2021-12-16T16:45:05.675+0530,832
OP-9883,2021-12-15T21:26:46.766+0530,851
OP-9882,2021-12-15T21:26:37.033+0530,851
OP-9876,2021-12-15T21:26:33.221+0530,851
OP-9875,2021-12-15T21:26:22.611+0530,851
OP-9874,2021-12-15T21:26:19.994+0530,851
OP-9873,2021-12-15T21:26:17.322+0530,851
OP-9872,2021-12-15T21:26:14.669+0530,851
OP-9787,2021-12-24T10:33:04.949+0530,646
OP-9782,2021-12-24T10:32:11.740+0530,646
OP-9780,2021-12-24T10:31:16.702+0530,646
OP-9779,2021-12-23T14:31:37.047+0530,666
OP-9699,2021-12-16T16:45:02.846+0530,832
OP-9697,2021-12-16T16:45:00.377+0530,832
OP-9695,2021-12-16T16:44:57.691+0530,832
OP-9691,2021-12-15T21:22:58.700+0530,851
OP-9690,2021-12-15T21:22:55.943+0530,851
OP-9689,2021-12-15T21:22:53.083+0530,851
OP-9688,2021-12-15T21:22:50.658+0530,851
OP-9687,2021-12-15T21:22:48.078+0530,851
OP-9684,2021-12-17T12:15:27.223+0530,812
OP-9683,2021-12-17T12:15:24.671+0530,812
OP-9627,2021-12-17T12:45:46.620+0530,812
OP-9626,2022-01-18T18:14:46.357+0530,38
OP-9625,2021-12-17T12:50:26.409+0530,812
OP-9558,2022-01-18T18:14:46.338+0530,38
OP-9547,2021-12-20T23:50:38.589+0530,729
OP-9546,2022-01-18T12:28:36.936+0530,44
OP-9445,2022-01-18T12:29:57.906+0530,44
OP-9251,2022-01-04T17:47:38.474+0530,375
OP-9250,2022-01-11T21:49:12.461+0530,203
OP-9249,2022-01-18T12:30:08.502+0530,44
OP-9236,2022-01-10T18:57:43.841+0530,230
OP-9225,2021-12-17T12:45:15.904+0530,812
OP-9211,2021-12-15T21:26:11.896+0530,851
OP-9210,2021-12-17T12:46:16.296+0530,812
OP-9209,2021-12-21T10:27:00.960+0530,718
OP-9207,2021-12-20T09:23:56.468+0530,743
OP-9204,2021-12-17T12:48:29.599+0530,812
OP-9192,2021-12-15T19:13:36.043+0530,854
OP-9180,2021-12-28T16:18:23.065+0530,544
OP-9179,2021-12-28T22:40:46.812+0530,538
OP-9178,2021-12-29T15:14:43.207+0530,521
OP-9177,2021-12-30T22:14:12.750+0530,491
OP-9176,2021-12-03T14:19:35.808+0530,1146
OP-9175,2022-01-18T18:14:45.765+0530,38
OP-9174,2021-12-17T12:43:38.008+0530,812
OP-9172,2022-01-18T18:14:45.762+0530,38
OP-9171,2021-12-17T12:46:59.017+0530,812
OP-9169,2021-12-17T12:51:42.815+0530,812
OP-9160,2021-12-17T12:54:44.344+0530,812
OP-9159,2022-01-07T13:27:50.966+0530,307
OP-9157,2021-12-07T09:51:17.902+0530,1055
OP-9156,2021-12-17T12:47:52.499+0530,812
OP-10963,2021-12-21T18:55:16.639+0530,710
OP-10871,2021-12-28T18:32:03.978+0530,542
OP-10834,2021-12-24T17:05:36.843+0530,640
OP-10833,2021-12-21T19:00:32.857+0530,710
OP-10648,2021-12-15T18:59:59.870+0530,854
OP-10568,2022-01-18T09:10:13.807+0530,48
OP-10567,2021-12-17T12:45:47.416+0530,812
OP-10101,2021-12-14T14:29:39.494+0530,882
OP-10100,2021-12-07T17:18:35.118+0530,1047
OP-9881,2021-12-16T10:31:38.046+0530,838
OP-8856,2021-12-15T09:08:48.574+0530,864
OP-8855,2021-12-15T09:08:08.151+0530,864
OP-8854,2021-12-15T09:07:43.563+0530,864
OP-8853,2022-01-18T17:39:17.224+0530,39
OP-8852,2021-12-15T09:09:05.471+0530,864
OP-11887,2022-01-19T13:35:50.939+0530,19
OP-11844,2022-01-19T13:28:12.319+0530,19
OP-11840,2022-01-18T17:23:32.677+0530,39
OP-11839,2022-01-18T20:14:59.309+0530,36
OP-11834,2022-01-18T13:03:09.815+0530,44
OP-11830,2022-01-18T18:14:52.525+0530,38
OP-11799,2022-01-17T17:23:02.442+0530,63
OP-11786,2022-01-17T12:55:53.577+0530,68
OP-11784,2022-01-14T21:39:38.545+0530,131
OP-11783,2022-01-17T11:52:41.857+0530,69
OP-11781,2022-01-17T11:54:08.111+0530,69
OP-11780,2022-01-18T16:48:25.324+0530,40
OP-11779,2022-01-13T19:15:02.364+0530,157
OP-11778,2022-01-13T19:08:13.071+0530,158
OP-11777,2022-01-13T19:14:01.850+0530,158
OP-11759,2022-01-12T16:25:05.827+0530,184
OP-11758,2022-01-12T16:08:08.823+0530,185
OP-11754,2022-01-12T14:49:07.257+0530,186
OP-11752,2022-01-12T14:49:24.859+0530,186
OP-11642,2022-01-10T12:45:53.589+0530,236
OP-11533,2022-01-04T17:42:13.073+0530,375
OP-11532,2022-01-04T17:42:09.751+0530,375
OP-11531,2022-01-17T15:51:29.080+0530,65
OP-11530,2022-01-18T21:29:12.006+0530,35
OP-11529,2022-01-07T17:35:50.044+0530,303
OP-11528,2022-01-07T17:59:26.737+0530,303
OP-11527,2022-01-07T17:58:58.608+0530,303
OP-11526,2022-01-07T17:58:44.534+0530,303
OP-11525,2022-01-18T18:14:51.180+0530,38
OP-11008,2022-01-18T11:05:07.596+0530,46
OP-11007,2022-01-11T13:25:13.835+0530,211
OP-11006,2022-01-07T17:54:09.666+0530,303
OP-11005,2022-01-07T18:04:14.558+0530,303
OP-11004,2022-01-07T18:04:25.901+0530,303
OP-11003,2022-01-07T18:04:36.708+0530,303
OP-11002,2022-01-18T20:38:59.061+0530,36
OP-11001,2022-01-07T18:07:14.900+0530,303
OP-11000,2022-01-07T18:07:02.272+0530,303
OP-10999,2022-01-07T18:06:51.817+0530,303
OP-10998,2022-01-07T18:06:39.199+0530,303
OP-10997,2021-12-27T09:34:41.516+0530,575
OP-10996,2021-12-27T09:34:25.526+0530,575
OP-10995,2021-12-27T09:35:42.730+0530,575
OP-10994,2022-01-18T21:23:35.238+0530,35
OP-10993,2022-01-07T18:22:32.282+0530,302
OP-10992,2022-01-07T18:03:26.569+0530,303
OP-10991,2022-01-07T18:03:23.216+0530,303
OP-10990,2022-01-07T18:03:19.293+0530,303
OP-10989,2022-01-18T18:14:49.282+0530,38
OP-10988,2021-12-27T09:37:24.207+0530,575
OP-10987,2021-12-27T09:37:34.844+0530,575
OP-10986,2022-01-18T09:16:18.163+0530,47
OP-10985,2022-01-18T20:58:24.539+0530,36
OP-10984,2022-01-07T18:21:59.219+0530,302
OP-10983,2022-01-07T18:01:34.990+0530,303
OP-10982,2022-01-07T18:01:46.424+0530,303
OP-10981,2022-01-07T18:01:56.506+0530,303
OP-10980,2022-01-18T20:56:21.926+0530,36
OP-10831,2021-12-27T09:29:37.874+0530,575
OP-10830,2021-12-27T09:29:53.507+0530,575
OP-10829,2022-01-18T13:41:03.689+0530,43
OP-10828,2022-01-18T20:51:27.894+0530,36
OP-10827,2022-01-07T18:21:21.322+0530,302
OP-10826,2022-01-07T18:00:48.132+0530,303
OP-10825,2022-01-07T18:00:50.721+0530,303
OP-10824,2022-01-07T18:00:53.866+0530,303
OP-10823,2022-01-18T20:50:53.491+0530,36
OP-10822,2021-12-27T09:30:27.790+0530,575
OP-10821,2021-12-27T09:30:36.490+0530,575
OP-10820,2022-01-17T17:11:49.699+0530,64
OP-10819,2022-01-18T20:49:20.975+0530,36
OP-10818,2022-01-10T09:26:28.029+0530,239
OP-10817,2022-01-10T12:18:21.449+0530,236
OP-10816,2022-01-10T12:18:19.092+0530,236
OP-10815,2022-01-07T11:29:39.259+0530,309
OP-10814,2022-01-18T20:48:39.755+0530,36
OP-10813,2021-12-27T09:31:59.845+0530,575
OP-10812,2021-12-27T09:32:09.410+0530,575
OP-10811,2022-01-17T17:10:54.666+0530,64
OP-10810,2022-01-18T20:47:18.374+0530,36
OP-10809,2022-01-10T09:25:56.635+0530,239
OP-10808,2022-01-10T12:15:16.312+0530,236
OP-10807,2022-01-10T12:15:08.926+0530,236
OP-10806,2022-01-07T11:22:43.771+0530,309
OP-10805,2022-01-18T20:46:31.932+0530,36
OP-10804,2021-12-27T09:32:38.005+0530,575
OP-10803,2021-12-27T09:32:22.632+0530,575
OP-10802,2022-01-17T17:11:26.932+0530,64
OP-10801,2022-01-11T13:57:31.532+0530,211
OP-10800,2022-01-10T09:25:22.550+0530,239
OP-10799,2022-01-10T12:13:24.322+0530,237
OP-10798,2022-01-10T12:13:16.107+0530,237
OP-10797,2022-01-07T11:00:22.231+0530,310
OP-10796,2022-01-18T18:14:49.142+0530,38
OP-10778,2022-01-18T20:38:06.755+0530,36
OP-10777,2022-01-18T20:36:55.590+0530,36
OP-10776,2022-01-07T18:20:29.710+0530,302
OP-10775,2022-01-07T17:59:41.188+0530,303
OP-10774,2022-01-07T17:59:51.531+0530,303
OP-10773,2022-01-07T18:00:00.599+0530,303
OP-10772,2022-01-18T20:40:14.515+0530,36
OP-10771,2021-12-27T09:33:03.909+0530,575
OP-10770,2021-12-27T09:33:12.815+0530,575
OP-10769,2022-01-18T20:32:05.505+0530,36
OP-10768,2022-01-18T20:26:06.470+0530,36
OP-10767,2022-01-11T09:08:42.749+0530,216
OP-10766,2022-01-11T09:08:55.194+0530,216
OP-10765,2022-01-11T09:08:33.148+0530,216
OP-10764,2022-01-11T09:08:25.755+0530,216
OP-10763,2022-01-18T20:32:45.119+0530,36
OP-10702,2021-12-22T19:13:27.811+0530,686
OP-10574,2022-01-04T08:35:27.376+0530,384
OP-9864,2021-12-22T09:07:10.847+0530,696
OP-9406,2022-01-10T19:44:13.261+0530,229
OP-9405,2022-01-10T19:44:01.460+0530,229
OP-9404,2022-01-18T11:08:25.514+0530,46
OP-9402,2022-01-10T19:43:37.863+0530,229
OP-9294,2022-01-10T19:45:25.659+0530,229
OP-9293,2022-01-10T19:50:01.693+0530,229
OP-9292,2022-01-10T19:49:36.670+0530,229
OP-9291,2022-01-07T17:44:47.377+0530,303
OP-9290,2022-01-10T19:50:44.266+0530,229
OP-9253,2022-01-10T19:45:11.480+0530,229
OP-9252,2022-01-10T19:52:04.312+0530,229
OP-9152,2021-12-27T09:42:20.108+0530,575
OP-9151,2021-12-27T09:41:46.943+0530,575
OP-9150,2022-01-18T20:24:37.743+0530,36
OP-9149,2022-01-11T13:55:15.795+0530,211
OP-9148,2022-01-10T20:09:56.412+0530,229
OP-9147,2022-01-10T20:08:07.225+0530,229
OP-9146,2022-01-10T20:07:52.517+0530,229
OP-9145,2022-01-10T20:07:35.031+0530,229
OP-9144,2022-01-18T20:19:45.161+0530,36
OP-9143,2021-12-27T09:42:09.071+0530,575
OP-9142,2021-12-27T09:41:52.576+0530,575
OP-9141,2022-01-18T20:18:01.362+0530,36
OP-9140,2022-01-18T20:18:57.085+0530,36
OP-9139,2022-01-10T12:37:15.522+0530,236
OP-9138,2022-01-10T12:11:53.179+0530,237
OP-9137,2022-01-10T12:11:50.918+0530,237
OP-9136,2022-01-07T10:55:33.150+0530,310
OP-9135,2022-01-18T20:18:20.212+0530,36
OP-9134,2021-12-27T09:43:57.043+0530,575
OP-9133,2021-12-27T09:45:56.996+0530,575
OP-9132,2022-01-18T20:16:34.214+0530,36
OP-9131,2022-01-18T20:07:56.005+0530,37
OP-9130,2022-01-07T18:19:47.065+0530,302
OP-9129,2022-01-07T17:58:47.744+0530,303
OP-9128,2022-01-07T17:58:31.426+0530,303
OP-9127,2022-01-07T17:58:18.999+0530,303
OP-9126,2022-01-18T20:07:03.436+0530,37
OP-9125,2021-12-27T09:27:34.273+0530,575
OP-9124,2021-12-27T09:27:58.220+0530,575
OP-9123,2022-01-17T12:21:19.242+0530,68
OP-9122,2022-01-14T23:15:50.882+0530,129
OP-9121,2022-01-07T17:27:24.369+0530,303
OP-9120,2022-01-07T17:28:36.349+0530,303
OP-9119,2022-01-07T17:28:32.114+0530,303
OP-9118,2022-01-07T17:27:50.989+0530,303
OP-9117,2022-01-18T18:14:45.673+0530,38
OP-9116,2021-12-27T09:44:08.188+0530,575
OP-9115,2021-12-27T09:45:51.824+0530,575
OP-9114,2022-01-17T12:57:37.625+0530,68
OP-9113,2022-01-14T22:52:32.255+0530,130
OP-9112,2022-01-07T18:14:15.825+0530,303
OP-9111,2022-01-07T18:03:43.326+0530,303
OP-9110,2022-01-07T18:03:28.486+0530,303
OP-9109,2022-01-07T18:03:22.310+0530,303
OP-9108,2022-01-18T18:14:45.677+0530,38
OP-9107,2021-12-27T09:44:17.537+0530,575
OP-9106,2021-12-27T09:45:43.831+0530,575
OP-9105,2022-01-14T22:23:09.114+0530,130
OP-9104,2022-01-14T21:39:38.533+0530,131
OP-9103,2022-01-07T17:53:37.352+0530,303
OP-9102,2022-01-07T17:42:53.924+0530,303
OP-9101,2022-01-10T10:03:40.026+0530,239
OP-9100,2022-01-10T12:50:39.654+0530,236
OP-9099,2022-01-18T18:14:45.636+0530,38
OP-9098,2021-12-27T09:44:29.215+0530,575
OP-9097,2021-12-27T09:45:36.439+0530,575
OP-9096,2022-01-17T08:31:58.252+0530,72
OP-9095,2022-01-18T18:01:26.241+0530,39
OP-9094,2022-01-07T17:58:22.440+0530,303
OP-9093,2022-01-07T17:55:30.377+0530,303
OP-9092,2022-01-07T17:54:08.588+0530,303
OP-9091,2022-01-07T17:53:44.477+0530,303
OP-9090,2022-01-18T20:19:45.267+0530,36
OP-9077,2021-12-27T09:31:33.748+0530,575
OP-9076,2021-12-27T09:31:15.126+0530,575
OP-9075,2022-01-13T20:16:42.206+0530,156
OP-9074,2022-01-13T19:35:03.098+0530,157
OP-9073,2022-01-07T18:14:56.609+0530,302
OP-9072,2022-01-07T18:05:23.989+0530,303
OP-9071,2022-01-07T18:05:08.626+0530,303
OP-9070,2022-01-07T18:05:03.681+0530,303
OP-9069,2022-01-18T18:14:45.629+0530,38
OP-9067,2021-12-27T09:46:29.991+0530,575
OP-9066,2021-12-27T09:46:21.039+0530,575
OP-9065,2022-01-17T11:56:59.570+0530,69
OP-9064,2022-01-13T20:23:36.371+0530,156
OP-9063,2022-01-07T18:18:59.724+0530,302
OP-9062,2022-01-07T17:57:16.843+0530,303
OP-9061,2022-01-07T17:57:29.017+0530,303
OP-9060,2022-01-07T17:57:38.547+0530,303
OP-9059,2022-01-18T18:14:45.587+0530,38
OP-9053,2021-12-27T09:44:39.757+0530,575
OP-9052,2021-12-27T09:45:30.902+0530,575
OP-9051,2022-01-18T17:44:54.769+0530,39
OP-9050,2022-01-11T13:34:52.070+0530,211
OP-9049,2022-01-07T17:57:09.127+0530,303
OP-9048,2022-01-07T17:36:21.954+0530,303
OP-9047,2022-01-07T17:34:33.237+0530,303
OP-9046,2022-01-07T17:39:11.437+0530,303
OP-9045,2022-01-18T18:14:45.479+0530,38
OP-9044,2021-12-27T09:44:50.174+0530,575
OP-9043,2021-12-27T09:45:20.112+0530,575
OP-9042,2022-01-11T18:04:28.925+0530,207
OP-9041,2022-01-18T19:45:41.958+0530,37
OP-9040,2022-01-07T18:18:15.215+0530,302
OP-9039,2022-01-07T17:56:14.214+0530,303
OP-9038,2022-01-07T17:56:05.086+0530,303
OP-9037,2022-01-07T17:55:55.680+0530,303
OP-9036,2022-01-18T18:14:45.461+0530,38
OP-9035,2021-12-27T09:44:58.918+0530,575
OP-9034,2021-12-27T09:45:09.960+0530,575
OP-9033,2022-01-17T09:00:57.610+0530,72
OP-9032,2022-01-11T13:32:20.166+0530,211
OP-9031,2022-01-07T18:16:31.670+0530,302
OP-9030,2022-01-07T17:57:46.336+0530,303
OP-9029,2022-01-07T17:57:52.897+0530,303
OP-9028,2022-01-07T10:51:58.994+0530,310
OP-9027,2022-01-18T18:14:45.428+0530,38
OP-9026,2021-11-26T15:59:14.659+0530,1313
OP-9025,2021-11-26T15:59:09.709+0530,1313
OP-9024,2022-01-18T18:00:04.950+0530,39
